,lat,lon,latlon
28494,8.731165,78.1351325,8.731165;78.1351325
28495,9.9502707,77.1846986,9.9502707;77.1846986
28496,9.6448589,77.5355196,9.6448589;77.5355196
28497,9.406237,77.2428872,9.406237;77.2428872
28498,9.6967137,77.7876065,9.6967137;77.7876065
28499,9.9751267,77.727331,9.9751267;77.727331
28500,10.3508381,79.4149683,10.3508381;79.4149683
28501,10.6494873,79.7878126,10.6494873;79.7878126
28502,10.2119787,79.6955456,10.2119787;79.6955456
28503,10.9605602,78.5341054,10.9605602;78.5341054
28504,10.9818721,78.7527866,10.9818721;78.7527866
28505,11.0862716,78.4567219,11.0862716;78.4567219
28506,11.0330026,78.164831,11.0330026;78.164831
28507,11.0156077,79.7576827,11.0156077;79.7576827
28508,11.0688767,78.0895344,11.0688767;78.0895344
28509,11.7027434,77.8775805,11.7027434;77.8775805
28510,12.9847134,77.6844925,12.9847134;77.6844925
28511,12.923979,79.7585122,12.923979;79.7585122
28512,12.6565884,78.6859067,12.6565884;78.6859067
28513,12.7336463,78.4550328,12.7336463;78.4550328
28514,11.4321515,78.5480413,11.4321515;78.5480413
28515,13.1004781,77.0642017,13.1004781;77.0642017
28516,13.0266129,77.8504358,13.0266129;77.8504358
28517,12.9864833,77.6544506,12.9864833;77.6544506
28518,12.9239833,77.7204517,12.9239833;77.7204517
28519,12.8902477,80.0951224,12.8902477;80.0951224
28520,13.1395449,79.4827817,13.1395449;79.4827817
28521,13.1267483,79.3264629,13.1267483;79.3264629
28522,13.1697192,79.6581578,13.1697192;79.6581578
28523,13.1697235,79.2433538,13.1697235;79.2433538
28524,13.1161074,79.807268,13.1161074;79.807268
28525,10.9471348,78.0095142,10.9471348;78.0095142
28526,11.8282808,78.6934443,11.8282808;78.6934443
28527,10.2859315,78.6920301,10.2859315;78.6920301
28528,10.7669889,78.4832483,10.7669889;78.4832483
28529,11.5157962,78.5954517,11.5157962;78.5954517
28530,11.8704394,78.4491011,11.8704394;78.4491011
28531,11.9187286,78.876029,11.9187286;78.876029
28532,10.7764833,77.3644405,10.7764833;77.3644405
28533,11.4608872,77.3366916,11.4608872;77.3366916
28534,12.98683,77.7379575,12.98683;77.7379575
28535,10.8588817,77.0029786,10.8588817;77.0029786
28536,8.1912748,76.9920628,8.1912748;76.9920628
28537,8.17067,79.1252875,8.17067;79.1252875
28538,8.8045453,79.8455205,8.8045453;79.8455205
28539,8.51442,78.0889161,8.51442;78.0889161
28540,11.1637907,78.8247053,11.1637907;78.8247053
28541,9.7434767,78.1648166,9.7434767;78.1648166
28542,9.92139,78.2174172,9.92139;78.2174172
28543,9.9409191,78.0895888,9.9409191;78.0895888
28544,9.9409234,77.1916867,9.9409234;77.1916867
28545,9.5875781,77.2982333,9.5875781;77.2982333
28546,10.3759378,77.955156,10.3759378;77.955156
28547,10.8645683,77.3459421,10.8645683;77.3459421
28548,10.3684724,76.95138,10.3684724;76.95138
28549,10.8024283,76.944309,10.8024283;76.944309
28550,10.8908514,76.935755,10.8908514;76.935755
28551,11.4625824,80.1898744,11.4625824;80.1898744
28552,11.0716017,79.6115433,11.0716017;79.6115433
28553,11.2860919,79.8232223,11.2860919;79.8232223
28554,11.6664102,79.6925655,11.6664102;79.6925655
28555,10.2477279,78.0759134,10.2477279;78.0759134
28556,12.9380735,77.85763,12.9380735;77.85763
28557,12.9554813,77.8562158,12.9554813;77.8562158
28558,12.9835257,80.1343081,12.9835257;80.1343081
28559,12.79567,80.3040274,12.79567;80.3040274
28560,11.0715974,79.8848435,11.0715974;79.8848435
28561,13.3336783,79.6135617,13.3336783;79.6135617
28562,13.0485156,79.8486094,13.0485156;79.8486094
28563,13.0605879,79.578673,13.0605879;79.578673
28564,12.4931167,79.7576878,12.4931167;79.7576878
28565,12.5392889,79.7086571,12.5392889;79.7086571
28566,12.9232697,78.2738482,12.9232697;78.2738482
28567,13.1671259,78.01388,13.1671259;78.01388
28568,13.0147843,78.4833715,13.0147843;78.4833715
28569,13.1262849,78.0571851,13.1262849;78.0571851
28570,12.1339703,77.9688858,12.1339703;77.9688858
28571,11.2445534,77.37655,11.2445534;77.37655
28572,11.6401625,77.0037745,11.6401625;77.0037745
28573,13.0262464,77.8929853,13.0262464;77.8929853
28574,12.6231079,77.8410574,12.6231079;77.8410574
28575,12.2274988,76.9573661,12.2274988;76.9573661
28576,11.146087,80.1682492,11.146087;80.1682492
28577,10.1522792,79.1218408,10.1522792;79.1218408
28578,10.7786934,79.7632073,10.7786934;79.7632073
28579,12.2275142,79.7710198,12.2275142;79.7710198
28580,11.219511,79.7006385,11.219511;79.7006385
28581,9.5315834,78.4802682,9.5315834;78.4802682
28582,9.9409141,78.449087,9.9409141;78.449087
28583,10.5126254,78.6685097,10.5126254;78.6685097
28584,12.4614462,77.7620536,12.4614462;77.7620536
28585,9.4641455,80.1978789,9.4641455;80.1978789
28586,8.31474,80.163059,8.31474;80.163059
28587,8.1751821,80.0962476,8.1751821;80.0962476
28588,8.1837017,80.0742931,8.1837017;80.0742931
28589,8.1801533,80.20138,8.1801533;80.20138
28590,8.4976159,79.0612904,8.4976159;79.0612904
28591,9.886831,79.017175,9.886831;79.017175
28592,9.3101159,79.478854,9.3101159;79.478854
28593,9.3665819,78.1029752,9.3665819;78.1029752
28594,8.3360433,78.1143576,8.3360433;78.1143576
28595,11.2391879,78.1796172,11.2391879;78.1796172
28596,10.777096,80.183882,10.777096;80.183882
28597,10.9411585,78.4445695,10.9411585;78.4445695
28598,10.3577109,78.8700144,10.3577109;78.8700144
28599,10.9361873,78.8160684,10.9361873;78.8160684
28600,10.9937204,77.8576844,10.9937204;77.8576844
28601,11.0008086,77.9323083,11.0008086;77.9323083
28602,11.1162219,77.9137861,11.1162219;77.9137861
28603,11.1155148,77.3619958,11.1155148;77.3619958
28604,11.0707783,77.245481,11.0707783;77.245481
28605,10.9258849,79.1427104,10.9258849;79.1427104
28606,12.7618224,78.160285,12.7618224;78.160285
28607,11.7813601,78.0103645,11.7813601;78.0103645
28608,12.5164422,78.1965191,12.5164422;78.1965191
28609,12.9383172,77.7204232,12.9383172;77.7204232
28610,12.6734036,77.7446022,12.6734036;77.7446022
28611,13.333562,76.9311546,13.333562;76.9311546
28612,13.0423567,80.2066934,13.0423567;80.2066934
28613,13.0569275,80.2798343,13.0569275;80.2798343
28614,13.035967,79.6055287,13.035967;79.6055287
28615,13.0480393,79.4152691,13.0480393;79.4152691
28616,9.6888354,79.6929492,9.6888354;79.6929492
28617,13.1215617,78.741705,13.1215617;78.741705
28618,9.230994,78.0129868,9.230994;78.0129868
28619,12.851659,78.3688607,12.851659;78.3688607
28620,11.7377403,78.1614243,11.7377403;78.1614243
28621,11.5794604,78.1245863,11.5794604;78.1245863
28622,12.9622421,77.7912023,12.9622421;77.7912023
28623,12.923195,77.364412,12.923195;77.364412
28624,10.6554913,77.5377012,10.6554913;77.5377012
28625,10.2475902,77.5867319,10.2475902;77.5867319
28626,11.3448793,77.6953654,11.3448793;77.6953654
28627,12.9232258,76.8414411,12.9232258;76.8414411
28628,11.3993299,80.1836537,11.3993299;80.1836537
28629,10.7788556,80.096302,10.7788556;80.096302
28630,12.6637622,79.7715408,12.6637622;79.7715408
28631,12.0136736,79.493188,12.0136736;79.493188
28632,10.6552852,78.0888188,10.6552852;78.0888188
28633,9.9055367,80.1702883,9.9055367;80.1702883
28634,9.6246295,78.7805614,9.6246295;78.7805614
28635,10.3771159,77.541065,10.3771159;77.541065
28636,10.8646957,77.3315417,10.8646957;77.3315417
28637,10.9669653,77.853565,10.9669653;77.853565
28638,10.9041096,80.2822505,10.9041096;80.2822505
28639,10.3686041,79.3118114,10.3686041;79.3118114
28640,10.2396914,78.8237292,10.2396914;78.8237292
28641,11.2901234,77.6750856,11.2901234;77.6750856
28642,11.0248498,77.6878134,11.0248498;77.6878134
28643,11.6715174,77.3171248,11.6715174;77.3171248
28644,11.0227199,80.247966,11.0227199;80.247966
28645,11.4680367,80.3039989,11.4680367;80.3039989
28646,12.8874261,79.1149474,12.8874261;79.1149474
28647,12.9790333,78.9492646,12.9790333;78.9492646
28648,11.4612827,78.3974055,11.4612827;78.3974055
28649,12.5024837,78.8221089,12.5024837;78.8221089
28650,12.4960854,78.7503822,12.4960854;78.7503822
28651,13.0532585,77.4986931,13.0532585;77.4986931
28652,12.9222245,76.8898535,12.9222245;76.8898535
28653,13.1033262,80.1568383,13.1033262;80.1568383
28654,10.020837,80.1937451,10.020837;80.1937451
28655,12.3952257,80.02544,12.3952257;80.02544
28656,13.1168213,78.9702715,13.1168213;78.9702715
28657,13.1057571,77.353694,13.1057571;77.353694
28658,10.715928,77.8003461,10.715928;77.8003461
28659,12.3302255,77.8905262,12.3302255;77.8905262
28660,11.1411052,77.2783228,11.1411052;77.2783228
28661,11.1174308,77.3813683,11.1174308;77.3813683
28662,11.334907,76.9990224,11.334907;76.9990224
28663,11.9351736,79.5434124,11.9351736;79.5434124
28664,12.5393058,79.8424431,12.5393058;79.8424431
28665,10.7654325,79.8396835,10.7654325;79.8396835
28666,9.3919165,78.0375495,9.3919165;78.0375495
28667,11.0857532,78.0759393,11.0857532;78.0759393
28668,11.1063623,78.0716967,11.1063623;78.0716967
28669,10.6606068,80.1422869,10.6606068;80.1422869
28670,8.6976799,77.96710363262599,8.6976799;77.96710363262599
28671,8.179205,77.2916548,8.179205;77.2916548
28672,8.2168533,77.5423275,8.2168533;77.5423275
28673,9.1760166,77.7099599,9.1760166;77.7099599
28674,9.9391517,76.9959191,9.9391517;76.9959191
28675,10.7527057,76.9327464,10.7527057;76.9327464
28676,10.970046,80.2004727,10.970046;80.2004727
28677,10.9703974,80.149959,10.9703974;80.149959
28678,10.450864,80.1869346,10.450864;80.1869346
28679,10.3620852,78.8094355,10.3620852;78.8094355
28680,10.9295607,78.3398752,10.9295607;78.3398752
28681,11.085815,79.0647142,11.085815;79.0647142
28682,11.2860944,77.0037316,11.2860944;77.0037316
28683,11.0289933,77.8538799,11.0289933;77.8538799
28684,11.7512917,77.3468089,11.7512917;77.3468089
28685,11.7481033,80.203095,11.7481033;80.203095
28686,12.898675,80.2485558,12.898675;80.2485558
28687,11.0971716,79.7632332,11.0971716;79.7632332
28688,11.054925,79.3932173,11.054925;79.3932173
28689,12.6618144,78.1231436,12.6618144;78.1231436
28690,11.5794167,78.1820737,11.5794167;78.1820737
28691,13.0417856,78.2183078,13.0417856;78.2183078
28692,13.1039299,78.4817083,13.1039299;78.4817083
28693,13.1245218,77.0099926,13.1245218;77.0099926
28694,12.2275071,77.2954164,12.2275071;77.2954164
28695,12.2275028,77.5817193,12.2275028;77.5817193
28696,13.1671284,79.6599816,13.1671284;79.6599816
28697,11.0715871,79.2317083,11.0715871;79.2317083
28698,11.9806824,79.7857919,11.9806824;79.7857919
28699,13.167137,80.1833807,13.167137;80.1833807
28700,13.1671327,78.1634142,13.1671327;78.1634142
28701,12.601409,77.281741,12.601409;77.281741
28702,10.6007069,77.3193893,10.6007069;77.3193893
28703,10.92439,77.3314444,10.92439;77.3314444
28704,11.34482,77.3620217,11.34482;77.3620217
28705,10.9958952,76.8304587,10.9958952;76.8304587
28706,10.1270566,76.9377812,10.1270566;76.9377812
28707,11.6560444,80.195543,11.6560444;80.195543
28708,10.0174601,76.6908922,10.0174601;76.6908922
28709,10.1644834,80.2174975,10.1644834;80.2174975
28710,12.2851792,77.260575,12.2851792;77.260575
28711,10.7831783,77.0237402,10.7831783;77.0237402
28712,10.7222516,77.3617646,10.7222516;77.3617646
28713,9.464233,77.3588674,9.464233;77.3588674
28714,11.3349288,77.7516137,11.3349288;77.7516137
28715,11.4644237,77.7296592,11.4644237;77.7296592
28716,11.1987987,77.073795,11.1987987;77.073795
28717,9.5859308,77.3934004,9.5859308;77.3934004
28718,10.8110483,77.3131369,10.8110483;77.3131369
28719,8.7227667,77.9147166,8.7227667;77.9147166
28720,8.156714,79.7619333,8.156714;79.7619333
28721,13.1149707,79.6519028,13.1149707;79.6519028
28722,11.2066266,78.9679426,11.2066266;78.9679426
28723,9.4232825,78.9860059,9.4232825;78.9860059
28724,9.93193,78.0978794,9.93193;78.0978794
28725,9.1712848,80.2609436,9.1712848;80.2609436
28726,9.3701414,80.224285,9.3701414;80.224285
28727,11.3349793,80.2243538,11.3349793;80.2243538
28728,10.0175063,80.252741,10.0175063;80.252741
28729,10.8403142,80.1874298,10.8403142;80.1874298
28730,10.6496129,80.2072587,10.6496129;80.2072587
28731,10.9585731,80.2229181,10.9585731;80.2229181
28732,10.1048678,80.2314893,10.1048678;80.2314893
28733,10.7873966,80.1646779,10.7873966;80.1646779
28734,11.048419,80.2725699,11.048419;80.2725699
28735,11.0239144,76.9859368,11.0239144;76.9859368
28736,11.4976313,77.8447764,11.4976313;77.8447764
28737,11.3435155,80.0277733,11.3435155;80.0277733
28738,10.738036,80.1974926,10.738036;80.1974926
28739,12.8016117,80.2415392,12.8016117;80.2415392
28740,12.9067183,80.1839545,12.9067183;80.1839545
28741,12.939044,80.10837659,12.939044;80.10837659
28742,11.579669,79.658224,11.579669;79.658224
28743,12.8310875,79.1972177,12.8310875;79.1972177
28744,13.0473519,79.673849,13.0473519;79.673849
28745,13.1307909,78.397377,13.1307909;78.397377
28746,10.9313473,78.4491673,10.9313473;78.4491673
28747,13.1307952,78.6686588,13.1307952;78.6686588
28748,13.1307995,77.440476,13.1307995;77.440476
28749,13.4177321,77.7203118,13.4177321;77.7203118
28750,11.6001262,77.7010659,11.6001262;77.7010659
28751,12.8408687,80.1780916,12.8408687;80.1780916
28752,12.8314051,80.0992939,12.8314051;80.0992939
28753,10.342123,79.6359946,10.342123;79.6359946
28754,11.7514229,78.1229919,11.7514229;78.1229919
28755,11.4609462,78.400672,11.4609462;78.400672
28756,11.2596382,78.0888447,11.2596382;78.0888447
28757,11.1190132,78.081101,11.1190132;78.081101
28758,11.1030008,78.0604231,11.1030008;78.0604231
28759,10.4813642,78.7508203,10.4813642;78.7508203
28760,10.9446567,78.1811805,10.9446567;78.1811805
28761,12.2670633,77.8315676,12.2670633;77.8315676
28762,10.960534,77.5233102,10.960534;77.5233102
28763,9.2335131,77.38303531,9.2335131;77.38303531
28764,12.2808003,77.5595443,12.2808003;77.5595443
28765,8.3036167,80.26234,8.3036167;80.26234
28766,8.7105867,80.1444798,8.7105867;80.1444798
28767,8.7301201,79.3829601,8.7301201;79.3829601
28768,9.4062506,78.0759108,9.4062506;78.0759108
28769,9.9751403,80.1241293,9.9751403;80.1241293
28770,9.9456645,78.0361068,9.9456645;78.0361068
28771,10.8778376,78.3486068,10.8778376;78.3486068
28772,10.5284136,77.9592587,10.5284136;77.9592587
28773,11.3087943,77.5585967,11.3087943;77.5585967
28774,10.9499329,77.9534643,10.9499329;77.9534643
28775,10.9605781,78.8197324,10.9605781;78.8197324
28776,11.3121449,78.1965847,11.3121449;78.1965847
28777,11.747875,80.2636169,11.747875;80.2636169
28778,11.23225,80.2039453,11.23225;80.2039453
28779,11.0830968,79.1497932,11.0830968;79.1497932
28780,11.4495815,79.3685432,11.4495815;79.3685432
28781,12.9556155,79.257754,12.9556155;79.257754
28782,12.663716,79.3877381,12.663716;79.3877381
28783,11.0969519,79.117129,11.0969519;79.117129
28784,12.6637117,78.1793541,12.6637117;78.1793541
28785,12.9218756,78.597728,12.9218756;78.597728
28786,13.0546881,77.8829457,13.0546881;77.8829457
28787,13.0745815,79.2213138,13.0745815;79.2213138
28788,13.04475,78.1067486,13.04475;78.1067486
28789,13.0987304,78.1180622,13.0987304;78.1180622
28790,13.0376403,77.8906209,13.0376403;77.8906209
28791,13.38458257,77.3827396,13.38458257;77.3827396
28792,11.7053438,80.2290575,11.7053438;80.2290575
28793,11.8883489,80.0209484,11.8883489;80.0209484
28794,13.1168281,80.2944547,13.1168281;80.2944547
28795,10.1272496,79.946256,10.1272496;79.946256
28796,8.7312283,78.2733646,8.7312283;78.2733646
28797,12.5367864,78.9517067,12.5367864;78.9517067
28798,12.307796,78.0887618,12.307796;78.0887618
28799,10.4769395,78.8252237,10.4769395;78.8252237
28800,13.0147477,79.1801831,13.0147477;79.1801831
28801,12.8317734,77.9593131,12.8317734;77.9593131
28802,10.9471345,80.179148,10.9471345;80.179148
28803,11.2534577,80.0165685,11.2534577;80.0165685
28804,12.8315519,80.1713355,12.8315519;80.1713355
28805,12.680286,80.180631,12.680286;80.180631
28806,11.4954083,80.1031787,11.4954083;80.1031787
28807,10.512597,79.6711982,10.512597;79.6711982
28808,9.823358,79.0703084,9.823358;79.0703084
28809,11.5157959,78.8683915,11.5157959;78.8683915
28810,8.1312783,78.1645938,8.1312783;78.1645938
28811,8.2917967,79.1110879,8.2917967;79.1110879
28812,8.7946251,77.3277087,8.7946251;77.3277087
28813,9.1760191,77.7204894,9.1760191;77.7204894
28814,10.2852819,80.22373,10.2852819;80.22373
28815,9.585119,80.1974641,9.585119;80.1974641
28816,11.7544443,80.3040107,11.7544443;80.3040107
28817,10.9949217,79.3974858,10.9949217;79.3974858
28818,10.8777299,79.478508,10.8777299;79.478508
28819,10.982138,78.1231695,10.982138;78.1231695
28820,10.5776536,78.5166229,10.5776536;78.5166229
28821,10.4345516,78.2147638,10.4345516;78.2147638
28822,11.1149419,77.0220736,11.1149419;77.0220736
28823,11.0485421,77.7181276,11.0485421;77.7181276
28824,11.0414367,77.8728946,11.0414367;77.8728946
28825,11.3716916,77.7103151,11.3716916;77.7103151
28826,11.0737538,77.6954316,11.0737538;77.6954316
28827,12.9558463,79.4313581,12.9558463;79.4313581
28828,12.956562,78.1818935,12.956562;78.1818935
28829,12.4739698,78.0739327,12.4739698;78.0739327
28830,12.3066974,78.3161202,12.3066974;78.3161202
28831,12.7633837,77.0005169,12.7633837;77.0005169
28832,13.1774419,77.349251,13.1774419;77.349251
28833,13.0709082,77.8520794,13.0709082;77.8520794
28834,13.0684183,77.255501,13.0684183;77.255501
28835,10.4869621,77.9784936,10.4869621;77.9784936
28836,12.5847547,80.2822479,12.5847547;80.2822479
28837,13.1348353,79.2756435,13.1348353;79.2756435
28838,11.7689084,79.1555588,11.7689084;79.1555588
28839,11.7544751,79.064706,11.7544751;79.064706
28840,13.4178595,78.6781175,13.4178595;78.6781175
28841,13.1671395,78.0985783,13.1671395;78.0985783
28842,11.774595,78.1354851,11.774595;78.1354851
28843,12.2326733,78.3208982,12.2326733;78.3208982
28844,11.3448954,79.2459317,11.3448954;79.2459317
28845,11.7745829,77.720475,11.7745829;77.720475
28846,10.6553288,77.3243473,10.6553288;77.3243473
28847,12.6261729,80.2145577,12.6261729;80.2145577
28848,11.1195685,80.1833077,11.1195685;80.1833077
28849,12.9339565,80.1499708,12.9339565;80.1499708
28850,11.4443913,80.2621054,11.4443913;80.2621054
28851,11.9382453,80.3039963,11.9382453;80.3039963
28852,11.244347,79.1497647,11.244347;79.1497647
28853,11.0465152,79.5694152,11.0465152;79.5694152
28854,11.2536045,79.7392033,11.2536045;79.7392033
28855,10.6551535,78.1665978,10.6551535;78.1665978
28856,8.2902533,78.2198023,8.2902533;78.2198023
28857,8.7302389,78.6445745,8.7302389;78.6445745
28858,8.8065854,77.2671439,8.8065854;77.2671439
28859,9.918806,77.0030019,9.918806;77.0030019
28860,9.3705125,77.8538917,9.3705125;77.8538917
28861,9.9500603,77.8226417,9.9500603;77.8226417
28862,10.9660367,77.76654,10.9660367;77.76654
28863,10.9791804,76.9345702,10.9791804;76.9345702
28864,10.9859215,80.2228368,10.9859215;80.2228368
28865,10.3669598,79.7524665,10.3669598;79.7524665
28866,10.9489932,79.7368415,10.9489932;79.7368415
28867,11.002965,79.4556603,11.002965;79.4556603
28868,10.9621283,78.0520326,10.9621283;78.0520326
28869,10.9621369,78.1684786,10.9621369;78.1684786
28870,10.0484258,78.3198133,10.0484258;78.3198133
28871,10.6553152,78.7565718,10.6553152;78.7565718
28872,12.7877634,77.7208043,12.7877634;77.7208043
28873,12.1233581,77.2421549,12.1233581;77.2421549
28874,11.4017582,80.0962853,11.4017582;80.0962853
28875,12.8314457,79.3687064,12.8314457;79.3687064
28876,12.6712959,79.2757667,12.6712959;79.2757667
28877,13.1755557,79.3964553,13.1755557;79.3964553
28878,13.130802,78.9622503,13.130802;78.9622503
28879,13.1308063,78.09796,13.1308063;78.09796
28880,11.2860626,78.1270543,11.2860626;78.1270543
28881,11.7377734,78.0922344,11.7377734;78.0922344
28882,13.1127,78.1575628,13.1127;78.1575628
28883,11.7657212,78.2137333,11.7657212;78.2137333
28884,10.5841611,78.1647714,10.5841611;78.1647714
28885,10.9700543,77.750434,10.9700543;77.750434
28886,11.8860202,77.36688,11.8860202;77.36688
28887,10.365205,77.9634584,10.365205;77.9634584
28888,9.5072904,77.5430664,9.5072904;77.5430664
28889,10.9963818,77.8115198,10.9963818;77.8115198
28890,11.7544312,76.9491103,11.7544312;76.9491103
28891,12.7878475,76.7026802,12.7878475;76.7026802
28892,10.9947461,79.6974356,10.9947461;79.6974356
28893,10.5368893,78.868363,10.5368893;78.868363
28894,8.3643579,78.1545971,8.3643579;78.1545971
28895,8.7311983,78.7036278,8.7311983;78.7036278
28896,8.744929816666668,78.4833948,8.744929816666668;78.4833948
28897,11.4009807,79.7726178,11.4009807;79.7726178
28898,9.9186983,78.8889721,9.9186983;78.8889721
28899,9.9751471,77.4377279,9.9751471;77.4377279
28900,9.9644976,77.4377967,9.9644976;77.4377967
28901,10.9936177,77.0109376,10.9936177;77.0109376
28902,10.9662761,77.9447989,10.9662761;77.9447989
28903,10.8728818,76.9410917,10.8728818;76.9410917
28904,10.9165555,76.9609593,10.9165555;76.9609593
28905,10.4510025,80.1974356,10.4510025;80.1974356
28906,11.675088,79.4322084,11.675088;79.4322084
28907,11.0284204,79.3761067,11.0284204;79.3761067
28908,11.0586076,79.7071289,11.0586076;79.7071289
28909,11.206338,79.672309,11.206338;79.672309
28910,10.9964676,79.8271448,10.9964676;79.8271448
28911,12.959535,78.5066262,12.959535;78.5066262
28912,12.7819688,78.0776802,12.7819688;78.0776802
28913,12.9691217,78.1465785,12.9691217;78.1465785
28914,12.9133671,78.1465097,12.9133671;78.1465097
28915,12.8327479,78.4491103,12.8327479;78.4491103
28916,13.0987286,78.826266,13.0987286;78.826266
28917,13.0436983,77.7073894,13.0436983;77.7073894
28918,13.014921,77.5867008,13.014921;77.5867008
28919,13.1338913,77.7273258,13.1338913;77.7273258
28920,12.2274392,77.7202548,12.2274392;77.7202548
28921,10.5506417,80.2597295,10.5506417;80.2597295
28922,13.0262948,80.0686596,13.0262948;80.0686596
28923,11.6008343,79.8454609,11.6008343;79.8454609
28924,12.22747,79.7197194,12.22747;79.7197194
28925,12.3302252,78.6072411,12.3302252;78.6072411
28926,10.370542,78.1520292,10.370542;78.1520292
28927,11.1034874,79.2890568,11.1034874;79.2890568
28928,11.0206306,77.2810657,11.0206306;77.2810657
28929,11.7469562,77.61880879,11.7469562;77.61880879
28930,11.6593676,77.7050276,11.6593676;77.7050276
28931,8.1792229,77.2370879,8.1792229;77.2370879
28932,8.1863283,77.6844873,8.1863283;77.6844873
28933,8.9974184,77.6318867,8.9974184;77.6318867
28934,11.4233415,80.0037978,11.4233415;80.0037978
28935,9.9437894,80.1493381,9.9437894;80.1493381
28936,9.9437851,79.6172093,9.9437851;79.6172093
28937,9.4501791,79.1008428,9.4501791;79.1008428
28938,10.4508991,78.0978771,10.4508991;78.0978771
28939,10.3685014,78.8094873,10.3685014;78.8094873
28940,10.8525207,78.1574799,10.8525207;78.1574799
28941,10.9562217,78.0566589,10.9562217;78.0566589
28942,10.452669,78.4834492,10.452669;78.4834492
28943,11.2701316,78.8649163,11.2701316;78.8649163
28944,11.0205002,78.3271992,11.0205002;78.3271992
28945,11.8326445,77.7410556,11.8326445;77.7410556
28946,11.0727021,77.4406107,11.0727021;77.4406107
28947,11.4867517,80.071007,11.4867517;80.071007
28948,12.9757465,80.206044,12.9757465;80.206044
28949,12.89904,80.3040366,12.89904;80.3040366
28950,11.3823565,79.325785,11.3823565;79.325785
28951,11.3035201,78.2353988,11.3035201;78.2353988
28952,12.8425826,78.1956636,12.8425826;78.1956636
28953,13.0702165,77.8622796,13.0702165;77.8622796
28954,13.0645339,77.3296154,13.0645339;77.3296154
28955,13.0961396,78.1189514,13.0961396;78.1189514
28956,12.5393136,77.23452,12.5393136;77.23452
28957,13.1671592,77.8409978,13.1671592;77.8409978
28958,13.099688,77.701787,13.099688;77.701787
28959,13.0986209,77.5497796,13.0986209;77.5497796
28960,13.1014536,76.9644463,13.1014536;76.9644463
28961,13.1671549,80.2263782,13.1671549;80.2263782
28962,13.014809,79.6970778,13.014809;79.6970778
28963,11.9482394,78.0520041,11.9482394;78.0520041
28964,9.6696425,78.0491757,9.6696425;78.0491757
28965,11.1340883,78.819716,11.1340883;78.819716
28966,9.421309,77.0055957,9.421309;77.0055957
28967,12.0748905,77.7413849,12.0748905;77.7413849
28968,11.1028537,78.0759082,11.1028537;78.0759082
28969,12.7964997,78.22219,12.7964997;78.22219
28970,12.1338668,77.242593,12.1338668;77.242593
28971,9.4064337,77.7206385,9.4064337;77.7206385
28972,12.8297662,79.8308235,12.8297662;79.8308235
28973,12.511726,78.7290549,12.511726;78.7290549
28974,11.7350017,78.1481015,11.7350017;78.1481015
28975,13.0962339,77.9626199,13.0962339;77.9626199
28976,8.7110723,77.7274346,8.7110723;77.7274346
28977,8.0818125,77.7707397,8.0818125;77.7707397
28978,8.2512019,76.9211956,8.2512019;76.9211956
28979,8.0818211,80.2030639,8.0818211;80.2030639
28980,12.5943613,79.9187106,12.5943613;79.9187106
28981,9.9415475,78.8276517,9.9415475;78.8276517
28982,9.8293226,78.1010204,9.8293226;78.1010204
28983,9.4500628,78.1443943,9.4500628;78.1443943
28984,9.464265,78.1089017,9.464265;78.1089017
28985,9.9120631,78.3673869,9.9120631;78.3673869
28986,10.10489,78.6173869,10.10489;78.6173869
28987,10.3605769,78.0917937,10.3605769;78.0917937
28988,10.3683894,77.3395007,10.3683894;77.3395007
28989,10.9191728,77.5759626,10.9191728;77.5759626
28990,10.9955236,77.5362274,10.9955236;77.5362274
28991,11.0008548,77.2428535,11.0008548;77.2428535
28992,11.0246394,77.7706024,11.0246394;77.7706024
28993,11.0210867,77.0028905,11.0210867;77.0028905
28994,10.7735723,77.3629382,10.7735723;77.3629382
28995,10.9710233,79.1287693,10.9710233;79.1287693
28996,12.505466,79.8162005,12.505466;79.8162005
28997,12.724576,78.0489552,12.724576;78.0489552
28998,12.4958793,78.7159149,12.4958793;78.7159149
28999,11.8090821,78.8160632,11.8090821;78.8160632
29000,11.1020487,78.4836268,11.1020487;78.4836268
29001,13.0207353,77.12189,13.0207353;77.12189
29002,13.0285435,77.2448031,13.0285435;77.2448031
29003,13.0328076,79.1470166,13.0328076;79.1470166
29004,13.0491397,79.60297,13.0491397;79.60297
29005,13.0885665,79.368595,13.0885665;79.368595
29006,13.1755582,78.7320753,13.1755582;78.7320753
29007,13.0381388,78.8683889,13.0381388;78.8683889
29008,13.0633462,78.1191304,13.0633462;78.1191304
29009,13.070443,78.1204758,13.070443;78.1204758
29010,11.9831445,78.0630287,11.9831445;78.0630287
29011,11.2395428,77.0024783,11.2395428;77.0024783
29012,10.3761661,77.2737601,10.3761661;77.2737601
29013,12.522207,77.3007675,12.522207;77.3007675
29014,12.517899,77.0017368,12.517899;77.0017368
29015,9.5073625,77.2553067,9.5073625;77.2553067
29016,10.2765266,77.9541203,10.2765266;77.9541203
29017,12.8314048,77.7240567,12.8314048;77.7240567
29018,11.5795322,77.853972,11.5795322;77.853972
29019,10.8809329,77.3277061,10.8809329;77.3277061
29020,10.164476,80.2492518,10.164476;80.2492518
29021,11.6624044,80.1683672,11.6624044;80.1683672
29022,12.8314202,80.2052052,12.8314202;80.2052052
