,lat,lon,latlon
0,8.175072,78.5687426,8.175072;78.5687426
1,8.6311283,78.088679,8.6311283;78.088679
2,10.1742481,78.0134512,10.1742481;78.0134512
3,10.9586908,77.6878797,10.9586908;77.6878797
4,12.9697046,78.9493309,12.9697046;78.9493309
5,10.9898594,78.8285047,10.9898594;78.8285047
6,10.9964334,78.0124348,10.9964334;78.0124348
7,10.3620095,78.062207,10.3620095;78.062207
8,11.0454383,77.7203378,11.0454383;77.7203378
9,11.0020035,77.3496492,11.0020035;77.3496492
10,11.0698218,78.2174094,11.0698218;78.2174094
11,12.6043813,80.2051938,12.6043813;80.2051938
12,12.5108156,79.8221064,12.5108156;79.8221064
13,13.1755852,79.826349,13.1755852;79.826349
14,13.1756034,79.6971064,13.1756034;79.6971064
15,12.5118231,76.9640111,12.5118231;76.9640111
16,12.6147998,77.8569091,12.6147998;77.8569091
17,11.3349948,77.3228135,11.3349948;77.3228135
18,10.3627365,77.7319091,10.3627365;77.7319091
19,8.28125,77.5423394,8.28125;77.5423394
20,8.7467987,77.5422878,8.7467987;77.5422878
21,8.7205285,77.8728767,8.7205285;77.8728767
22,9.8970233,77.5423566,9.8970233;77.5423566
23,9.4097984,78.1466615,9.4097984;78.1466615
24,9.8561737,78.1793601,9.8561737;78.1793601
25,9.975144,78.1097719,9.975144;78.1097719
26,10.0485854,79.9919117,10.0485854;79.9919117
27,10.925072,79.5238,10.925072;79.5238
28,10.9616403,80.1978823,10.9616403;80.1978823
29,10.528413,77.5795067,10.528413;77.5795067
30,10.2272782,77.5760056,10.2272782;77.5760056
31,10.9865006,77.2670067,10.9865006;77.2670067
32,11.75,76.9855506,11.75;76.9855506
33,11.703125,77.561726,11.703125;77.561726
34,11.3121443,80.1837059,11.3121443;80.1837059
35,11.206322,80.1162218,11.206322;80.1162218
36,11.7542555,80.1104962,11.7542555;80.1104962
37,12.9779767,80.1084093,12.9779767;80.1084093
38,11.4950288,79.4299299,11.4950288;79.4299299
39,12.7528413,79.742968825,12.7528413;79.742968825
40,12.9623646,79.5349935,12.9623646;79.5349935
41,11.5589516,78.0759368,11.5589516;78.0759368
42,13.0326771,78.0809209,13.0326771;78.0809209
43,13.0987212,78.0305448,13.0987212;78.0305448
44,13.0220233,80.1422816,13.0220233;80.1422816
45,12.7876483,79.0149198,12.7876483;79.0149198
46,12.6676195,78.9522137,12.6676195;78.9522137
47,13.0149136,78.1574944,13.0149136;78.1574944
48,9.6963584,80.1830677,9.6963584;80.1830677
49,11.3142258,78.0630029,11.3142258;78.0630029
50,11.6622338,77.0997724,11.6622338;77.0997724
51,11.95771,80.1839664,11.95771;80.1839664
52,11.0715799,79.1354023,11.0715799;79.1354023
53,13.0033615,78.1770871,13.0033615;78.1770871
54,8.9897405,78.1430775,8.9897405;78.1430775
55,11.1935146,78.1238826,11.1935146;78.1238826
56,10.375369,78.1465786,10.375369;78.1465786
57,12.8417152,78.4491104,12.8417152;78.4491104
58,9.3935933,78.165032,9.3935933;78.165032
59,10.6553231,78.6686019,10.6553231;78.6686019
60,10.6055138,77.2416055,10.6055138;77.2416055
61,8.7246763,76.9601494,8.7246763;76.9601494
62,8.7239563,76.9345562,8.7239563;76.9345562
63,8.2619517,80.1069807,8.2619517;80.1069807
64,9.6632434,80.2916523,9.6632434;80.2916523
65,9.9391622,79.3163667,9.9391622;79.3163667
66,9.9391536,79.1252968,9.9391536;79.1252968
67,11.3225819,79.6323678,11.3225819;79.6323678
68,8.9597294,78.0895981,8.9597294;78.0895981
69,10.9675752,77.6844874,10.9675752;77.6844874
70,10.0396533,77.5617119,10.0396533;77.5617119
71,10.6724701,80.2545394,10.6724701;80.2545394
72,10.4263828,80.2801326,10.4263828;80.2801326
73,12.8071784,78.8094874,12.8071784;78.8094874
74,11.033975,78.2086664,11.033975;78.2086664
75,11.681354,79.1727226,11.681354;79.1727226
76,11.2143696,77.6750546,11.2143696;77.6750546
77,11.8329756,77.3498268,11.8329756;77.3498268
78,11.20621,77.7390376,11.20621;77.7390376
79,12.9956282,77.2964847,12.9956282;77.2964847
80,12.9789318,79.8642437,12.9789318;79.8642437
81,12.9814217,79.8272681,12.9814217;79.8272681
82,12.2619646,79.7712352,12.2619646;79.7712352
83,11.1650133,77.8851133,11.1650133;77.8851133
84,13.0701919,77.8410667,13.0701919;77.8410667
85,12.5080476,78.4834819,12.5080476;78.4834819
86,12.2136668,77.6919565,12.2136668;77.6919565
87,13.1341147,77.8431536,13.1341147;77.8431536
88,12.2275133,77.7025974,12.2275133;77.7025974
89,13.1348261,77.6877139,13.1348261;77.6877139
90,13.1671432,80.1106738,13.1671432;80.1106738
91,13.1671475,80.1298687,13.1671475;80.1298687
92,13.1348304,79.90667,13.1348304;79.90667
93,11.8881934,80.2013205,11.8881934;80.2013205
94,12.5117484,79.4390593,12.5117484;79.4390593
95,11.6597583,79.3829576,11.6597583;79.3829576
96,11.1753833,78.0759083,11.1753833;78.0759083
97,10.7234818,78.4310407,10.7234818;78.4310407
98,10.7265625,78.0887049,10.7265625;78.0887049
99,12.522214,78.1526879,12.522214;78.1526879
100,12.8316487,77.1225772,12.8316487;77.1225772
101,11.5172915,77.7887954,11.5172915;77.7887954
102,10.1371013,77.7213801,10.1371013;77.7213801
103,9.958215,80.2728411,9.958215;80.2728411
104,9.9500597,80.2479894,9.9500597;80.2479894
105,12.9232892,80.097465,12.9232892;80.097465
106,10.8754745,79.7109453,10.8754745;79.7109453
107,10.9805983,78.928075,10.9805983;78.928075
108,10.9479298,78.4834352,10.9479298;78.4834352
109,10.9923106,78.1666926,10.9923106;78.1666926
110,10.9607135,78.1908028,10.9607135;78.1908028
111,11.0008388,78.2206386,11.0008388;78.2206386
112,11.6720067,78.1404267,11.6720067;78.1404267
113,11.3694405,77.8255649,11.3694405;77.8255649
114,11.6659598,77.7886581,11.6659598;77.7886581
115,11.2849301,77.6876995,11.2849301;77.6876995
116,12.9766899,76.9939531,12.9766899;76.9939531
117,12.5001317,76.9524351,12.5001317;76.9524351
118,11.6964984,76.9325331,11.6964984;76.9325331
119,12.2540358,76.9787483,12.2540358;76.9787483
120,11.1535404,76.9254062,11.1535404;76.9254062
121,13.052685,77.1157776,13.052685;77.1157776
122,13.0672386,77.96875,13.0672386;77.96875
123,13.039897,77.3500967,13.039897;77.3500967
124,13.1755551,77.3167082,13.1755551;77.3167082
125,10.9605253,77.2606753,10.9605253;77.2606753
126,13.143238,77.7073848,13.143238;77.7073848
127,11.9434553,77.7066261,11.9434553;77.7066261
128,13.1244117,77.5213334,13.1244117;77.5213334
129,11.40914,78.859375,11.40914;78.859375
130,11.1337991,78.9922219,11.1337991;78.9922219
131,12.0433667,78.1868101,12.0433667;78.1868101
132,12.5222119,78.1271213,12.5222119;78.1271213
133,11.4697828,78.3529767,11.4697828;78.3529767
134,11.308801,79.9765453,11.308801;79.9765453
135,10.6551733,79.1527317,10.6551733;79.1527317
136,10.1629858,80.1974768,10.1629858;80.1974768
137,10.7785222,80.1811232,10.7785222;80.1811232
138,12.627447,80.1974682,12.627447;80.1974682
139,12.1302908,79.5433567,12.1302908;79.5433567
140,10.4861729,79.1257243,10.4861729;79.1257243
141,8.320675,80.1832746,8.320675;80.1832746
142,11.3474359,80.1228443,11.3474359;80.1228443
143,10.9549383,77.7052741,10.9549383;77.7052741
144,10.4627508,80.2510069,10.4627508;80.2510069
145,9.9474535,80.2425217,9.9474535;80.2425217
146,9.9968184,77.5774457,9.9968184;77.5774457
147,9.452069,77.6953747,9.452069;77.6953747
148,10.7627065,80.0963113,10.7627065;80.0963113
149,11.634595,80.1872329,11.634595;80.1872329
150,10.9559817,80.2916238,10.9559817;80.2916238
151,10.771323,80.2781545,10.771323;80.2781545
152,10.9172663,79.5002683,10.9172663;79.5002683
153,10.3853092,79.478245,10.3853092;79.478245
154,10.9470935,78.3004383,10.9470935;78.3004383
155,11.0117234,78.8160633,11.0117234;78.8160633
156,10.105842,77.9537226,10.105842;77.9537226
157,10.4861603,80.283674,10.4861603;80.283674
158,11.6555454,80.2822598,11.6555454;80.2822598
159,11.7514339,79.0703747,11.7514339;79.0703747
160,12.6637136,79.6755071,12.6637136;79.6755071
161,12.5056937,80.0185039,12.5056937;80.0185039
162,12.9176177,78.8705447,12.9176177;78.8705447
163,12.4801177,78.8116834,12.4801177;78.8116834
164,12.4982283,78.0630288,12.4982283;78.0630288
165,13.0312568,78.2846072,13.0312568;78.2846072
166,13.0294783,78.7256771,13.0294783;78.7256771
167,12.9406995,77.9549307,12.9406995;77.9549307
168,12.9133622,79.1546231,12.9133622;79.1546231
169,12.9119437,79.4785055,12.9119437;79.4785055
170,13.1775644,78.4179551,13.1775644;78.4179551
171,13.1129302,78.2205557,13.1129302;78.2205557
172,13.0909241,77.9689354,13.0909241;77.9689354
173,13.0262942,77.440445,13.0262942;77.440445
174,11.1407872,80.0538021,11.1407872;80.0538021
175,12.7252951,80.1298402,12.7252951;80.1298402
176,12.8313833,78.6048215,12.8313833;78.6048215
177,10.1197967,79.5316415,10.1197967;79.5316415
178,11.6557631,78.1940149,11.6557631;78.1940149
179,12.1308806,77.1476065,12.1308806;77.1476065
180,11.3449296,77.8848787,11.3449296;77.8848787
181,11.7746171,77.9146457,11.7746171;77.9146457
182,9.407002,77.7080641,9.407002;77.7080641
183,10.583471,79.61232,10.583471;79.61232
184,8.804938,79.6961018,8.804938;79.6961018
185,8.9601209,78.0993861,8.9601209;78.0993861
186,9.720419,78.6334645,9.720419;78.6334645
187,9.4764573,77.9592277,9.4764573;77.9592277
188,9.9409432,77.9720243,9.9409432;77.9720243
189,9.9395333,77.6878771,9.9395333;77.6878771
190,10.3471932,77.5700169,10.3471932;77.5700169
191,10.992438,80.2245234,10.992438;80.2245234
192,10.9512499,80.1969121,10.9512499;80.1969121
193,10.9626151,78.1794607,10.9626151;78.1794607
194,10.4739717,78.3462828,10.4739717;78.3462828
195,11.0716215,78.1204618,11.0716215;78.1204618
196,11.6739083,78.8221726,11.6739083;78.8221726
197,11.235684,79.7710875,11.235684;79.7710875
198,11.0030875,77.0030682,11.0030875;77.0030682
199,11.3716978,77.7026233,11.3716978;77.7026233
200,12.4739674,77.5009813,12.4739674;77.5009813
201,11.3305011,77.532904,11.3305011;77.532904
202,11.3798703,78.119583,11.3798703;78.119583
203,12.539313,78.1557483,12.539313;78.1557483
204,12.2179334,78.4491222,12.2179334;78.4491222
205,13.0172983,77.7727297,13.0172983;77.7727297
206,13.0702116,80.2277499,13.0702116;80.2277499
207,13.0453556,80.0962828,13.0453556;80.0962828
208,13.1362557,79.0172102,13.1362557;79.0172102
209,13.3336981,79.3418341,13.3336981;79.3418341
210,13.3337067,78.2379786,13.3337067;78.2379786
211,13.1671586,78.1640274,13.1671586;78.1640274
212,13.16715,78.1008547,13.16715;78.1008547
213,12.1592569,77.9592821,12.1592569;77.9592821
214,11.3350384,79.0646894,11.3350384;79.0646894
215,12.5118667,78.4834611,12.5118667;78.4834611
216,11.1177026,77.8575135,11.1177026;77.8575135
217,12.1940434,77.7453789,12.1940434;77.7453789
218,11.045739,77.6053578,11.045739;77.6053578
219,12.5272548,76.9447279,12.5272548;76.9447279
220,11.646296,80.1974331,11.646296;80.1974331
221,12.8973015,80.0653621,12.8973015;80.0653621
222,12.9254862,80.1277933,12.9254862;80.1277933
223,12.2302153,78.1657709,12.2302153;78.1657709
224,11.3220665,78.952005,11.3220665;78.952005
225,12.91415,78.4491078,12.91415;78.4491078
226,13.125309,77.8410097,13.125309;77.8410097
227,10.8230531,77.7884779,10.8230531;77.7884779
228,8.1482117,77.7721114,8.1482117;77.7721114
229,9.7657592,77.345925,9.7657592;77.345925
230,9.7078833,80.1830162,9.7078833;80.1830162
231,9.3101486,78.6421961,9.3101486;78.6421961
232,9.9500579,78.597408,9.9500579;78.597408
233,9.8257779,78.8707767,9.8257779;78.8707767
234,10.9532635,77.970115,10.9532635;77.970115
235,10.0867874,77.7293417,10.0867874;77.7293417
236,10.4344415,77.968632,10.4344415;77.968632
237,10.6553171,76.8959577,10.6553171;76.8959577
238,10.6553257,79.213854,10.6553257;79.213854
239,11.0477206,79.4816347,11.0477206;79.4816347
240,11.4624988,78.1575462,11.4624988;78.1575462
241,11.4880662,78.4040451,11.4880662;78.4040451
242,11.2025564,78.0531553,11.2025564;78.0531553
243,11.7515613,77.355481,11.7515613;77.355481
244,12.7316636,78.7292307,12.7316636;78.7292307
245,12.9660515,80.1805171,12.9660515;80.1805171
246,12.9312402,79.1972814,12.9312402;79.1972814
247,12.8964418,79.8286797,12.8964418;79.8286797
248,12.2259939,79.4757718,12.2259939;79.4757718
249,13.0161149,77.8851107,13.0161149;77.8851107
250,13.0285515,77.695455,13.0285515;77.695455
251,13.0704467,77.8539295,13.0704467;77.8539295
252,13.1340095,79.364035,13.1340095;79.364035
253,12.5118551,78.033617,12.5118551;78.033617
254,12.7963413,78.1457516,12.7963413;78.1457516
255,11.5794668,77.8849734,11.5794668;77.8849734
256,8.988514533695652,77.3643643,8.988514533695652;77.3643643
257,10.9620732,80.0039185,10.9620732;80.0039185
258,12.6028889,80.1246759,12.6028889;80.1246759
259,11.1495732,79.8424783,11.1495732;79.8424783
260,11.7054534,78.0809586,11.7054534;78.0809586
261,12.623055,78.4836387,12.623055;78.4836387
262,12.2260317,78.1456143,12.2260317;78.1456143
263,11.6558017,77.6233161,11.6558017;77.6233161
264,11.8633699,80.181313,11.8633699;80.181313
265,11.9917392,78.1205565,11.9917392;78.1205565
266,10.6552916,78.2178076,10.6552916;78.2178076
267,10.3787888,77.9604617,10.3787888;77.9604617
268,10.655307,77.3027975,10.655307;77.3027975
269,12.2274767,77.9746725,12.2274767;77.9746725
270,11.3349791,77.7687191,11.3349791;77.7687191
271,11.6695024,77.725414,11.6695024;77.725414
272,8.3079067,77.3227339,8.3079067;77.3227339
273,8.3643641,77.4618759,8.3643641;77.4618759
274,12.1460495,80.1974046,12.1460495;80.1974046
275,8.9985951,79.6482366,8.9985951;79.6482366
276,11.4630752,79.7682525,11.4630752;79.7682525
277,9.9393007,79.415207,9.9393007;79.415207
278,9.4772961,78.3638833,9.4772961;78.3638833
279,10.2379499,77.4404568,10.2379499;77.4404568
280,10.6552008,79.4385072,10.6552008;79.4385072
281,10.9581184,79.374593,10.9581184;79.374593
282,10.2272961,79.5542117,10.2272961;79.5542117
283,10.0493828,78.4226073,10.0493828;78.4226073
284,11.0316322,78.2038573,11.0316322;78.2038573
285,11.3750265,78.8160607,11.3750265;78.8160607
286,11.1672817,80.2798777,11.1672817;80.2798777
287,10.9346766,78.6684335,10.9346766;78.6684335
288,10.1058445,77.8506745,10.1058445;77.8506745
289,12.9563485,78.9051683,12.9563485;78.9051683
290,12.601589,77.9146575,12.601589;77.9146575
291,12.9456904,78.1395433,12.9456904;78.1395433
292,12.9904355,76.9576877,12.9904355;76.9576877
293,12.9222486,80.2822572,12.9222486;80.2822572
294,13.0987391,80.0989998,13.0987391;80.0989998
295,13.1033632,79.612263,13.1033632;79.612263
296,13.0287866,79.6854727,13.0287866;79.6854727
297,13.0163586,78.0886882,13.0163586;78.0886882
298,13.1157912,78.1575177,13.1157912;78.1575177
299,13.1339061,78.0630262,13.1339061;78.0630262
300,13.1040703,78.2214319,13.1040703;78.2214319
301,13.1338975,77.9698116,13.1338975;77.9698116
302,13.1086815,77.5699599,13.1086815;77.5699599
303,10.4313976,77.7204843,10.4313976;77.7204843
304,12.5222096,80.2066857,12.5222096;80.2066857
305,11.5173197,80.3040056,11.5173197;80.3040056
306,11.9534055,79.5119774,11.9534055;79.5119774
307,10.4621892,79.0410717,10.4621892;79.0410717
308,11.599955,78.0912417,11.599955;78.0912417
309,9.6963581,77.9824021,9.6963581;77.9824021
310,11.5138268,77.8829265,11.5138268;77.8829265
311,11.6042592,77.687614,11.6042592;77.687614
312,11.7543632,80.2626501,11.7543632;80.2626501
313,9.5479829,79.6580531,9.5479829;79.6580531
314,11.2356729,79.7830531,11.2356729;79.7830531
315,8.6952184,77.2889704,8.6952184;77.2889704
316,11.4058968,77.7968517,11.4058968;77.7968517
317,8.7491945,78.0321996,8.7491945;78.0321996
318,8.9974203,80.1906485,8.9974203;80.1906485
319,11.6603917,79.7004794,11.6603917;79.7004794
320,9.176045,78.397,9.176045;78.397
321,9.1760364,78.4566716,9.1760364;78.4566716
322,9.6962855,78.0993835,9.6962855;78.0993835
323,9.9473526,78.1355488,9.9473526;78.1355488
324,12.9340507,77.5785683,12.9340507;77.5785683
325,10.8784543,77.6879433,10.8784543;77.6879433
326,10.4508967,77.3171859,10.4508967;77.3171859
327,10.1050254,80.2060674,10.1050254;80.2060674
328,10.1050211,80.1848544,10.1050211;80.1848544
329,10.7779546,79.4637426,10.7779546;79.4637426
330,11.3855597,79.7712585,11.3855597;79.7712585
331,11.9313633,78.1616774,11.9313633;78.1616774
332,11.3354877,78.962795,11.3354877;78.962795
333,10.2009053,77.0030656,10.2009053;77.0030656
334,10.9562236,77.3524724,10.9562236;77.3524724
335,12.9562322,77.4753167,12.9562322;77.4753167
336,12.2619782,77.7055179,12.2619782;77.7055179
337,12.9029546,76.9580714,12.9029546;76.9580714
338,11.6632656,78.1458463,11.6632656;78.1458463
339,12.9231994,78.3461429,12.9231994;78.3461429
340,13.0908189,78.1557457,13.0908189;78.1557457
341,10.947597,77.0646868,10.947597;77.0646868
342,12.9349246,77.7273351,12.9349246;77.7273351
343,13.332655,77.3103754,13.332655;77.3103754
344,12.5890447,76.9905983,12.5890447;76.9905983
345,13.1671697,80.0962802,13.1671697;80.0962802
346,13.0386127,79.1557457,13.0386127;79.1557457
347,10.9959016,80.2304701,10.9959016;80.2304701
348,13.1671611,78.9233203,13.1671611;78.9233203
349,13.1671654,78.1648351,13.1671654;78.1648351
350,10.4626954,79.0657426,10.4626954;79.0657426
351,11.4975373,80.1493474,11.4975373;80.1493474
352,9.5480724,79.1818743,9.5480724;79.1818743
353,9.466112,78.7405295,9.466112;78.7405295
354,10.1644744,78.9280983,10.1644744;78.9280983
355,10.9473909,78.1574892,10.9473909;78.1574892
356,11.1504851,78.1212551,11.1504851;78.1212551
357,12.5212117,78.2143324,12.5212117;78.2143324
358,11.3349198,77.9448626,11.3349198;77.9448626
359,10.0174819,77.6998467,10.0174819;77.6998467
360,10.1645052,76.961023,10.1645052;76.961023
361,11.0456358,80.2479442,11.0456358;80.2479442
362,12.9233529,77.7203185,12.9233529;77.7203185
363,11.3349506,76.934551,11.3349506;76.934551
364,10.0485104,79.2865257,10.0485104;79.2865257
365,11.7689115,79.6985013,11.7689115;79.6985013
366,8.17841,77.0617067,8.17841;77.0617067
367,12.5222291,77.3521834,12.5222291;77.3521834
368,8.9259244,77.77713396666667,8.9259244;77.77713396666667
369,11.4422315,76.9961722,11.4422315;76.9961722
370,9.3705341,80.1161337,9.3705341;80.1161337
371,10.9507933,80.1423996,10.9507933;80.1423996
372,10.1049005,79.3254509,10.1049005;79.3254509
373,10.5839486,79.499344,10.5839486;79.499344
374,10.0708092,78.8869345,10.0708092;78.8869345
375,10.0804088,77.9989318,10.0804088;77.9989318
376,11.7522709,77.5429784,11.7522709;77.5429784
377,11.7576021,77.3490801,11.7576021;77.3490801
378,11.7575978,80.1158588,11.7575978;80.1158588
379,11.4039054,78.4869455,11.4039054;78.4869455
380,11.8282789,77.8539269,11.8282789;77.8539269
381,12.6045448,77.6954524,12.6045448;77.6954524
382,12.9997896,77.4618877,12.9997896;77.4618877
383,12.9514918,80.1298635,12.9514918;80.1298635
384,12.0012167,79.5152983,12.0012167;79.5152983
385,11.7334532,79.064329,11.7334532;79.064329
386,13.037785,78.1664269,13.037785;78.1664269
387,13.0399149,78.046411,13.0399149;78.046411
388,13.0285583,78.2175445,13.0285583;78.2175445
389,13.3335972,77.0795418,13.3335972;77.0795418
390,13.1034863,77.9665969,13.1034863;77.9665969
391,13.1247982,77.4814804,13.1247982;77.4814804
392,10.4822806,77.4857918,10.4822806;77.4857918
393,13.0985065,76.950832,13.0985065;76.950832
394,13.1347363,76.943675,13.1347363;76.943675
395,11.6356714,76.8960757,11.6356714;76.8960757
396,10.7012829,76.8886318,10.7012829;76.8886318
397,11.7746453,76.7409702,11.7746453;76.7409702
398,12.1328276,77.0026567,12.1328276;77.0026567
399,10.960525,77.0004494,10.960525;77.0004494
400,12.9233197,77.8520807,12.9233197;77.8520807
401,12.6245567,77.8748283,12.6245567;77.8748283
402,11.7514198,77.1375733,11.7514198;77.1375733
403,10.778728,78.7760899,10.778728;78.7760899
404,12.2275488,78.8683956,12.2275488;78.8683956
405,11.30572,78.8684128,11.30572;78.8684128
406,10.5817798,78.989153,10.5817798;78.989153
407,11.3305026,78.1652878,11.3305026;78.1652878
408,11.0147695,79.9742351,11.0147695;79.9742351
409,11.3459752,78.2299607,11.3459752;78.2299607
410,12.5180717,78.2298919,12.5180717;78.2298919
411,11.0147849,79.1460585,11.0147849;79.1460585
412,12.5119257,79.7632632,12.5119257;79.7632632
413,8.2354754,80.2145839,8.2354754;80.2145839
414,8.7464763,80.2210596,8.7464763;80.2210596
415,8.5110428,79.384055,8.5110428;79.384055
416,8.806135,79.4550574,8.806135;79.4550574
417,8.7386638,80.2604864,8.7386638;80.2604864
418,9.1751096,80.1957963,9.1751096;80.1957963
419,9.9648792,80.2028673,9.9648792;80.2028673
420,10.9996733,80.1706061,10.9996733;80.1706061
421,10.9897309,80.219654,10.9897309;80.219654
422,10.528442,80.1698646,10.528442;80.1698646
423,10.9662934,77.5423601,10.9662934;77.5423601
424,10.1392441,77.4379692,10.1392441;77.4379692
425,11.0152983,79.68847026551724,11.0152983;79.68847026551724
426,11.4226111,78.5963749,11.4226111;78.5963749
427,10.9471243,77.7274983,10.9471243;77.7274983
428,11.3057836,77.3772179,11.3057836;77.3772179
429,11.3199858,80.2833395,11.3199858;80.2833395
430,12.5433513,78.1167091,12.5433513;78.1167091
431,12.9563467,78.1323341,12.9563467;78.1323341
432,12.9563596,78.9619421,12.9563596;78.9619421
433,12.9179542,78.6685682,12.9179542;78.6685682
434,12.9115559,77.5866672,12.9115559;77.5866672
435,13.0376816,77.04092509,13.0376816;77.04092509
436,13.0238265,77.0028854,13.0238265;77.0028854
437,12.5270192,77.6954383,12.5270192;77.6954383
438,13.1339086,77.4816036,13.1339086;77.4816036
439,9.1422165,78.2912752,9.1422165;78.2912752
440,12.2302173,77.6589981,12.2302173;77.6589981
441,13.0263121,77.9600469,13.0263121;77.9600469
442,13.1150909,77.9018583,13.1150909;77.9018583
443,11.2395365,80.1629114,11.2395365;80.1629114
444,10.3612034,80.1253319,10.3612034;80.1253319
445,10.5437193,80.2822546,10.5437193;80.2822546
446,10.5127216,80.1423023,10.5127216;80.1423023
447,12.5098316,79.633611,12.5098316;79.633611
448,10.998187,79.7564553,10.998187;79.7564553
449,11.2359511,79.0647127,11.2359511;79.0647127
450,11.4080784,78.3975469,11.4080784;78.3975469
451,11.768883,78.3024515,11.768883;78.3024515
452,11.1031694,78.2179282,11.1031694;78.2179282
453,12.8782426,77.00813,12.8782426;77.00813
454,11.1919507,77.4236067,11.1919507;77.4236067
455,12.8439273,80.304003,12.8439273;80.304003
456,9.6962703,80.2479701,9.6962703;80.2479701
457,11.9807917,79.7576634,11.9807917;79.7576634
458,11.4684997,78.0585749,11.4684997;78.0585749
459,8.1792531,77.72607,8.1792531;77.72607
460,8.7296808,77.9696717,8.7296808;77.9696717
461,11.7054854,77.8233211,11.7054854;77.8233211
462,9.6131918,76.9452866,9.6131918;76.9452866
463,9.1710849,80.183781,9.1710849;80.183781
464,10.3854368,79.0678704,10.3854368;79.0678704
465,9.940974,79.5401903,9.940974;79.5401903
466,9.4700898,79.4755346,9.4700898;79.4755346
467,10.3489896,78.1407364,10.3489896;78.1407364
468,10.8362145,77.064561,10.8362145;77.064561
469,10.3685273,77.729365,10.3685273;77.729365
470,10.7786814,77.7876224,10.7786814;77.7876224
471,10.5840846,77.5496775,10.5840846;77.5496775
472,11.0222917,77.362919,11.0222917;77.362919
473,11.7236382,80.110434,11.7236382;80.110434
474,11.4224991,79.5222035,11.4224991;79.5222035
475,11.3891235,79.5803921,11.3891235;79.5803921
476,11.1000567,79.7736177,11.1000567;79.7736177
477,12.9864219,78.0886712,12.9864219;78.0886712
478,12.2619936,78.9580832,12.2619936;78.9580832
479,12.887345,78.4167962,12.887345;78.4167962
480,12.9388441,77.0671833,12.9388441;77.0671833
481,11.65261,77.0757373,11.65261;77.0757373
482,13.0979354,77.9720191,13.0979354;77.9720191
483,13.1362865,77.8228401,13.1362865;77.8228401
484,13.0482062,79.1818173,13.0482062;79.1818173
485,13.0634755,79.774757,13.0634755;79.774757
486,12.0421808,78.3477606,12.0421808;78.3477606
487,11.6697521,78.0630095,11.6697521;78.0630095
488,13.1149703,77.8560397,13.1149703;77.8560397
489,13.1149789,77.8227028,13.1149789;77.8227028
490,13.1149746,78.2331047,13.1149746;78.2331047
491,12.2635021,80.0766161,12.2635021;80.0766161
492,11.9320903,80.206669,11.9320903;80.206669
493,10.7787149,79.6929248,10.7787149;79.6929248
494,12.3475516,79.647464,12.3475516;79.647464
495,11.302137,78.9590164,11.302137;78.9590164
496,9.9409202,78.8908596,9.9409202;78.8908596
497,11.2536109,78.5975545,11.2536109;78.5975545
498,11.0206501,78.9903352,11.0206501;78.9903352
499,11.5990274,77.8537467,11.5990274;77.8537467
500,10.6281679,77.5866387,10.6281679;77.5866387
501,11.395444,77.3175126,11.395444;77.3175126
502,12.7974206,80.0962776,12.7974206;80.0962776
503,12.2302057,80.2796038,12.2302057;80.2796038
504,10.6218004,79.9782113,10.6218004;79.9782113
505,8.32829,79.0613204,8.32829;79.0613204
506,12.8315144,79.3128034,12.8315144;79.3128034
507,8.7235262,78.7556853,8.7235262;78.7556853
508,8.9575412,78.1463791,8.9575412;78.1463791
509,9.8037854,78.9914745,9.8037854;78.9914745
510,9.3101751,79.3986462,9.3101751;79.3986462
511,9.789926,77.9146264,9.789926;77.9146264
512,10.3925642,77.684494,10.3925642;77.684494
513,10.9962523,77.7207281,10.9962523;77.7207281
514,10.7693341,80.1493448,10.7693341;80.1493448
515,10.0058433,79.1818717,10.0058433;79.1818717
516,10.9710406,79.4488421,10.9710406;79.4488421
517,11.8325455,79.3416916,11.8325455;79.3416916
518,11.0417131,78.1574866,11.0417131;78.1574866
519,11.3787091,78.1575554,11.3787091;78.1575554
520,11.6801953,78.6226667,11.6801953;78.6226667
521,10.4887912,78.6695417,10.4887912;78.6695417
522,12.9025023,78.1190968,12.9025023;78.1190968
523,12.4010795,78.0629951,12.4010795;78.0629951
524,11.8282814,78.668869,11.8282814;78.668869
525,11.5157857,77.0372646,11.5157857;77.0372646
526,12.9230942,78.828886,12.9230942;78.828886
527,13.0285737,77.7630856,13.0285737;77.7630856
528,13.0619536,76.9532767,13.0619536;76.9532767
529,13.037089,80.1279257,13.037089;80.1279257
530,13.1340403,80.1847001,13.1340403;80.1847001
531,13.134036,79.1112843,13.134036;79.1112843
532,13.1347431,79.6283923,13.1347431;79.6283923
533,11.6557189,79.0629951,11.6557189;79.0629951
534,10.048551,78.2176248,10.048551;78.2176248
535,8.1751207,77.7969579,8.1751207;77.7969579
536,8.0991127,77.4404113,8.0991127;77.4404113
537,8.8043719,77.7017937,8.8043719;77.7017937
538,8.5639672,77.4128,8.5639672;77.4128
539,8.7134675,77.770692,8.7134675;77.770692
540,9.1740493,80.2043616,9.1740493;80.2043616
541,9.174045,79.158022,9.174045;79.158022
542,9.2844871,79.6122863,9.2844871;79.6122863
543,9.0834963,79.3183085,9.0834963;79.3183085
544,9.4133998,78.0759149,9.4133998;78.0759149
545,10.8974148,78.0531501,10.8974148;78.0531501
546,10.3498241,78.0887298,10.3498241;78.0887298
